Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name knew that all bananas that went bad can look like *T* .,-6.024559497833252,-84.34383392333984,what . Name ? the ? way to . . . *T* .,"[-3.209115743637085, -11.347783088684082, -3.7745842933654785, -6.9281439781188965, -13.482087135314941, -6.094325065612793, -9.326053619384766, -10.308661460876465, -8.624470710754395, -6.817853927612305, -2.487560749053955, -1.9134132862091064, -0.029620228335261345, -0.0001616347290109843]",bad,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample3,-6.386452674865723,-6.024559497833252,FALSE
Name knew what all bananas that went bad can look like *T* .,-6.386452674865723,-89.41033935546875,what . Name ? the ? *T* *T* *T* *T* *T* *T* ?,"[-3.209115743637085, -11.347783088684082, -3.778168201446533, -7.34326171875, -12.967816352844238, -4.517735958099365, -10.86004638671875, -8.966200828552246, -12.465636253356934, -8.664948463439941, -2.880505084991455, -0.009623209945857525, -2.3992350101470947, -0.000263894529780373]",good,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample3,-6.386452674865723,-6.024559497833252,FALSE
Name knew that all bananas that went bad can look like *T* .,-5.884527683258057,-82.38338470458984,"what , you ? the ? *T* to *T* *T* like *T* .","[-3.3675284385681152, -11.412407875061035, -4.598298072814941, -6.432027816772461, -14.415122032165527, -7.034149646759033, -9.181109428405762, -9.867059707641602, -9.028298377990723, -5.924887180328369, -0.2835860252380371, -0.45968759059906006, -0.3787843883037567, -0.00044228785554878414]",bad,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample4,-6.384051322937012,-5.884527683258057,FALSE
Name knew what all bananas that went bad can look like *T* .,-6.384051322937012,-89.37671661376953,"what , you ? the ? *T* *T* *T* *T* like *T* ?","[-3.3675284385681152, -11.412407875061035, -4.587681770324707, -7.582526206970215, -14.410868644714355, -5.5490522384643555, -9.825289726257324, -10.432146072387695, -10.74718189239502, -6.684571266174316, -0.42468568682670593, -0.05790339782834053, -4.294182777404785, -0.0006955826538614929]",good,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample4,-6.384051322937012,-5.884527683258057,FALSE
Name knew that all bananas that went bad can look like *T* .,-6.217525005340576,-87.04534912109375,"what , Name ? the ? ? to . . at *T* .","[-2.9871325492858887, -11.379661560058594, -5.164804458618164, -6.5542473793029785, -13.918327331542969, -6.943475723266602, -9.60096549987793, -10.493830680847168, -10.129939079284668, -5.409770965576172, -2.7103829383850098, -1.5016028881072998, -0.25099244713783264, -0.00021205084340181202]",bad,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample5,-6.4704132080078125,-6.217525005340576,FALSE
Name knew what all bananas that went bad can look like *T* .,-6.4704132080078125,-90.58578491210938,"what , Name ? the ? *T* *T* ? *T* at *T* ?","[-2.9871325492858887, -11.379661560058594, -1.8788399696350098, -8.13601303100586, -14.412076950073242, -5.889284610748291, -12.33320426940918, -12.098624229431152, -11.292170524597168, -6.101219654083252, -2.032153606414795, -0.21801568567752838, -1.8271160125732422, -0.0002712835557758808]",good,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample5,-6.4704132080078125,-6.217525005340576,FALSE
Name knew that all bananas that went bad can look like *T* .,-6.304198741912842,-88.25878143310547,"what , . ? ? ? *T* to *T* *T* *T* *T* .","[-3.349701166152954, -12.39993953704834, -5.803423881530762, -6.30166482925415, -13.314632415771484, -8.657088279724121, -8.28458309173584, -11.20941162109375, -8.841115951538086, -7.926009654998779, -1.6765822172164917, -0.13299180567264557, -0.36134853959083557, -0.00028606137493625283]",bad,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample6,-6.728608131408691,-6.304198741912842,FALSE
Name knew what all bananas that went bad can look like *T* .,-6.728608131408691,-94.20051574707031,"what , . ? the ? *T* to *T* *T* *T* *T* ?","[-3.349701166152954, -12.39993953704834, -4.168771266937256, -7.705865859985352, -14.027124404907227, -7.158000946044922, -9.857786178588867, -11.340221405029297, -10.461079597473145, -9.566078186035156, -2.134873867034912, -0.05955661088228226, -1.9711453914642334, -0.0003630455757956952]",good,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample6,-6.728608131408691,-6.304198741912842,FALSE
Name knew that all bananas that went bad can look like *T* .,-5.9200286865234375,-82.88040161132812,"what , Name . . . . to . you like that .","[-3.405649185180664, -10.861679077148438, -3.6372780799865723, -8.52601432800293, -15.812516212463379, -5.604841232299805, -9.769705772399902, -8.154423713684082, -8.532732009887695, -6.028337478637695, -0.7945045232772827, -1.6905186176300049, -0.061947111040353775, -0.00024911639047786593]",bad,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample7,-5.688584327697754,-5.9200286865234375,TRUE
Name knew what all bananas that went bad can look like *T* .,-5.688584327697754,-79.64018249511719,"what , Name ? ? ? way to ? you like *T* .","[-3.405649185180664, -10.861679077148438, -2.0806636810302734, -9.630040168762207, -16.39312171936035, -4.041234493255615, -9.613912582397461, -7.918180465698242, -7.827939987182617, -6.2412614822387695, -0.63692706823349, -0.555047869682312, -0.4343145489692688, -0.0002150304353563115]",good,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample7,-5.688584327697754,-5.9200286865234375,TRUE
Name knew that all bananas that went bad can look like *T* .,-6.549652099609375,-91.69512939453125,"what , the ? up . way END . . END a .","[-3.1054515838623047, -12.368749618530273, -2.3445019721984863, -6.216185569763184, -13.483317375183105, -9.713115692138672, -8.048952102661133, -10.53463363647461, -10.490571975708008, -8.995241165161133, -1.9670394659042358, -4.3820295333862305, -0.04508356750011444, -0.00025018901214934886]",bad,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample8,-6.359152317047119,-6.549652099609375,TRUE
Name knew what all bananas that went bad can look like *T* .,-6.359152317047119,-89.02812957763672,"what , the ? ? ? ? ? ? *T* like *T* .","[-3.1054515838623047, -12.368749618530273, -2.210700511932373, -7.7435712814331055, -13.787944793701172, -8.434035301208496, -9.522912979125977, -9.902304649353027, -11.136504173278809, -8.485179901123047, -0.7711614966392517, -0.7981010675430298, -0.761256754398346, -0.0002522150462027639]",good,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample8,-6.359152317047119,-6.549652099609375,TRUE
Name knew that all bananas that went bad can look like *T* .,-6.366494178771973,-89.13092041015625,"what , you you up ? *T* *T* END END END that .","[-3.224195957183838, -10.371114730834961, -6.7664618492126465, -8.245171546936035, -13.799712181091309, -5.698617458343506, -9.061240196228027, -10.064205169677734, -9.94628620147705, -5.524982929229736, -3.0274453163146973, -3.043783664703369, -0.3574923276901245, -0.0002195594133809209]",bad,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample9,-6.197072505950928,-6.366494178771973,TRUE
Name knew what all bananas that went bad can look like *T* .,-6.197072505950928,-86.75901794433594,"what , you ? the ? *T* *T* *T* *T* *T* *T* .","[-3.224195957183838, -10.371114730834961, -3.7125751972198486, -7.448216438293457, -14.851394653320312, -5.978217124938965, -10.83205795288086, -11.260424613952637, -10.189017295837402, -5.685189723968506, -2.280250072479248, -0.49849504232406616, -0.4276597797870636, -0.00021419614495243877]",good,wh_vs_that_with_gap_long_distance,48,syntax,filler_gap_dependency,sample9,-6.197072505950928,-6.366494178771973,TRUE
Name will n't remember what all pictures that scared Name can look like *T* .,-4.873040199279785,-77.96864318847656,"what , n't you ? ? the . *T* *T* *T* *T* *T* *T* .","[-3.038832426071167, -5.407015800476074, -1.662923812866211, -8.083288192749023, -2.2539377212524414, -6.59910774230957, -9.161718368530273, -5.026338577270508, -14.43208122253418, -4.347816467285156, -7.5427045822143555, -6.127533435821533, -4.015137195587158, -0.213959202170372, -0.05609824135899544, -0.00015352977789007127]",good,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample1,-4.873040199279785,-5.0203375816345215,TRUE
Name will n't remember that all pictures that scared Name can look like *T* .,-5.0203375816345215,-80.32540130615234,"what , n't you ? . the . . . . END . that .","[-3.038832426071167, -5.407015800476074, -1.662923812866211, -8.083288192749023, -2.1541528701782227, -6.459567546844482, -8.704100608825684, -6.835810661315918, -13.926490783691406, -3.7124295234680176, -6.209819793701172, -6.4420013427734375, -3.828218460083008, -3.8457326889038086, -0.01488014217466116, -0.00013422065239865333]",bad,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample1,-4.873040199279785,-5.0203375816345215,TRUE
Name will n't remember what all pictures that scared Name can look like *T* .,-4.871521472930908,-77.94434356689453,"what , n't fall that you the *T* *T* *T* *T* *T* *T* *T* .","[-3.5443806648254395, -5.422152519226074, -1.533652424812317, -8.535597801208496, -2.253695249557495, -6.014815330505371, -9.934795379638672, -4.308551788330078, -13.614355087280273, -8.02507495880127, -6.454865455627441, -6.166789531707764, -1.856490969657898, -0.05541252717375755, -0.22354334592819214, -0.00017331528943032026]",good,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample10,-4.871521472930908,-4.520376205444336,FALSE
Name will n't remember that all pictures that scared Name can look like *T* .,-4.520376205444336,-72.32601928710938,"what , n't fall that you the . *T* of . *T* like *T* .","[-3.5443806648254395, -5.422152519226074, -1.533652424812317, -8.535597801208496, -1.9600799083709717, -6.62388801574707, -9.212703704833984, -4.477397441864014, -11.36567497253418, -6.081173896789551, -5.4343976974487305, -5.255338668823242, -1.3952982425689697, -1.4196900129318237, -0.06442256271839142, -0.00017510310863144696]",bad,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample10,-4.871521472930908,-4.520376205444336,FALSE
Name will n't remember what all pictures that scared Name can look like *T* .,-4.702239513397217,-75.23583221435547,"what , n't have ? you the ? *T* ? *T* ? like *T* .","[-3.3328781127929688, -5.065304756164551, -1.449708104133606, -6.83674955368042, -2.0378217697143555, -6.252839088439941, -11.626051902770996, -5.87430477142334, -13.420129776000977, -7.0439982414245605, -6.079251766204834, -5.3041791915893555, -0.26756343245506287, -0.32327452301979065, -0.3214948773384094, -0.0002818902430590242]",good,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample2,-4.702239513397217,-5.957320213317871,TRUE
Name will n't remember that all pictures that scared Name can look like *T* .,-5.957320213317871,-95.31712341308594,"what , n't have ? you the . . . . . . that .","[-3.3328781127929688, -5.065304756164551, -1.449708104133606, -6.83674955368042, -2.7623934745788574, -7.666767120361328, -11.15921401977539, -9.860783576965332, -14.526938438415527, -10.13165283203125, -8.368724822998047, -6.616198539733887, -2.258725881576538, -5.2069549560546875, -0.07365850359201431, -0.000479344860650599]",bad,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample2,-4.702239513397217,-5.957320213317871,TRUE
Name will n't remember what all pictures that scared Name can look like *T* .,-5.783912181854248,-92.54259490966797,what . n't go ? ? the ? *T* *T* *T* *T* *T* *T* ?,"[-3.209115743637085, -5.0885419845581055, -1.6455771923065186, -8.517928123474121, -4.350547790527344, -6.23251485824585, -10.916108131408691, -5.443583965301514, -16.044893264770508, -8.977775573730469, -8.673418045043945, -8.79732608795166, -2.222715139389038, -0.005507415160536766, -2.4166836738586426, -0.0003535122668836266]",good,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample3,-5.783912181854248,-5.066548824310303,FALSE
Name will n't remember that all pictures that scared Name can look like *T* .,-5.066548824310303,-81.06478118896484,what . n't go ? you the . *T* *T* . . like *T* .,"[-3.209115743637085, -5.0885419845581055, -1.6455771923065186, -8.517928123474121, -2.8066978454589844, -6.045814514160156, -10.397629737854004, -5.89601469039917, -15.340152740478516, -6.930510520935059, -5.952165126800537, -6.750624179840088, -1.7120295763015747, -0.7424664497375488, -0.029340818524360657, -0.00017414960893802345]",bad,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample3,-5.783912181854248,-5.066548824310303,FALSE
Name will n't remember what all pictures that scared Name can look like *T* .,-4.938584327697754,-79.01734924316406,"what , n't you ? you the . *T* *T* *T* *T* *T* *T* ?","[-3.3675284385681152, -4.819448471069336, -1.516319751739502, -6.115324020385742, -3.0821597576141357, -5.813169479370117, -9.786004066467285, -4.90084171295166, -14.829516410827637, -7.015983581542969, -7.905176162719727, -6.422562122344971, -0.9274306893348694, -0.024348044767975807, -2.49108624458313, -0.0004468158003874123]",good,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample4,-4.938584327697754,-4.688289642333984,FALSE
Name will n't remember that all pictures that scared Name can look like *T* .,-4.688289642333984,-75.01263427734375,"what , n't you ? you . . you like . *T* like *T* .","[-3.3675284385681152, -4.819448471069336, -1.516319751739502, -6.115324020385742, -2.4490606784820557, -6.243440628051758, -9.064212799072266, -10.177751541137695, -13.878189086914062, -5.707598686218262, -5.421932697296143, -5.09539794921875, -0.45331549644470215, -0.6205805540084839, -0.08223727345466614, -0.0003069168305955827]",bad,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample4,-4.938584327697754,-4.688289642333984,FALSE
Name will n't remember what all pictures that scared Name can look like *T* .,-5.037529468536377,-80.60047149658203,"what , ? ? ? ? the . *T* *T* *T* *T* *T* *T* ?","[-2.9871325492858887, -5.333516597747803, -1.6890077590942383, -7.11659574508667, -4.4218430519104, -7.123484134674072, -9.229958534240723, -4.469820022583008, -13.829058647155762, -7.8972249031066895, -6.753355503082275, -5.8617353439331055, -2.368530750274658, -0.039295293390750885, -1.4796488285064697, -0.00025912740966305137]",good,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample5,-5.037529468536377,-4.839015007019043,FALSE
Name will n't remember that all pictures that scared Name can look like *T* .,-4.839015007019043,-77.42424011230469,"what , ? ? ? you the . *T* *T* *T* *T* at *T* .","[-2.9871325492858887, -5.333516597747803, -1.6890077590942383, -7.11659574508667, -5.162042617797852, -7.141417503356934, -9.120497703552246, -5.612215995788574, -12.861739158630371, -7.116302490234375, -5.5915961265563965, -4.909969329833984, -2.3789901733398438, -0.14005647599697113, -0.2629730999469757, -0.0001778444420779124]",bad,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample5,-5.037529468536377,-4.839015007019043,FALSE
Name will n't remember what all pictures that scared Name can look like *T* .,-5.868744373321533,-93.89990997314453,"what , n't come ? *T* the ? *T* *T* *T* *T* *T* *T* ?","[-3.349701166152954, -5.8057756423950195, -1.22705078125, -7.165194988250732, -2.6730856895446777, -6.6492204666137695, -9.735600471496582, -5.84590482711792, -17.01991081237793, -8.439743995666504, -8.849247932434082, -10.159751892089844, -1.477808952331543, -0.03230584040284157, -5.468929290771484, -0.0006781900301575661]",good,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample6,-5.868744373321533,-5.216455459594727,FALSE
Name will n't remember that all pictures that scared Name can look like *T* .,-5.216455459594727,-83.46328735351562,"what , n't come ? way the . *T* *T* *T* *T* *T* *T* .","[-3.349701166152954, -5.8057756423950195, -1.22705078125, -7.165194988250732, -2.907654285430908, -7.308401584625244, -9.779670715332031, -6.706511974334717, -14.92526912689209, -5.98435115814209, -7.296443462371826, -8.889321327209473, -1.3098334074020386, -0.09258168190717697, -0.7151137590408325, -0.00041416651220060885]",bad,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample6,-5.868744373321533,-5.216455459594727,FALSE
Name will n't remember what all pictures that scared Name can look like *T* .,-4.535854339599609,-72.57366943359375,"what , read come the ? the ? *T* *T* 's *T* like *T* .","[-3.405649185180664, -5.397249221801758, -2.8646979331970215, -7.158087730407715, -2.0850632190704346, -7.67817497253418, -7.932765960693359, -4.356910705566406, -13.164934158325195, -5.5760498046875, -5.8538923263549805, -5.566500663757324, -0.8846288323402405, -0.0741088017821312, -0.5747140645980835, -0.00024625606602057815]",good,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample7,-4.535854339599609,-4.678141117095947,TRUE
Name will n't remember that all pictures that scared Name can look like *T* .,-4.678141117095947,-74.85025787353516,"what , read come the ? of . you . . . like that .","[-3.405649185180664, -5.397249221801758, -2.8646979331970215, -7.158087730407715, -2.1415607929229736, -7.996416091918945, -6.966560363769531, -6.218467712402344, -13.211134910583496, -6.247966289520264, -5.149277210235596, -5.419482231140137, -1.0230739116668701, -1.6268563270568848, -0.02349885366857052, -0.00027616979787126184]",bad,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample7,-4.535854339599609,-4.678141117095947,TRUE
Name will n't remember what all pictures that scared Name can look like *T* .,-5.53494119644165,-88.5590591430664,"what , n't come . *T* the *T* *T* *T* *T* *T* *T* *T* .","[-3.1054515838623047, -5.9057135581970215, -1.3294792175292969, -7.033044815063477, -3.166714668273926, -6.799860954284668, -9.916687965393066, -4.243148326873779, -16.36833953857422, -8.757102012634277, -9.503597259521484, -10.128472328186035, -2.0009748935699463, -0.007175390142947435, -0.29308420419692993, -0.00021145492792129517]",good,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample8,-5.53494119644165,-4.9511895179748535,FALSE
Name will n't remember that all pictures that scared Name can look like *T* .,-4.9511895179748535,-79.21903228759766,"what , n't come . you the . *T* *T* *T* *T* like *T* .","[-3.1054515838623047, -5.9057135581970215, -1.3294792175292969, -7.033044815063477, -2.9640679359436035, -8.292047500610352, -10.05041790008545, -5.100476264953613, -14.202438354492188, -6.090487003326416, -6.5257039070129395, -7.1209611892700195, -1.274001121520996, -0.19295868277549744, -0.0316108874976635, -0.00017295771976932883]",bad,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample8,-5.53494119644165,-4.9511895179748535,FALSE
Name will n't remember what all pictures that scared Name can look like *T* .,-4.6691179275512695,-74.70588684082031,"what , n't fall what you the *T* *T* *T* *T* *T* like *T* .","[-3.224195957183838, -5.471909046173096, -2.4054250717163086, -7.788022994995117, -1.4701004028320312, -5.967560291290283, -9.340307235717773, -2.66329288482666, -16.433324813842773, -5.412184238433838, -8.08730697631836, -4.271029472351074, -1.4874738454818726, -0.16192491352558136, -0.521593451499939, -0.0002335037279408425]",good,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample9,-4.6691179275512695,-5.048909187316895,TRUE
Name will n't remember that all pictures that scared Name can look like *T* .,-5.048909187316895,-80.78254699707031,"what , n't fall what you . . *T* . . n't in that .","[-3.224195957183838, -5.471909046173096, -2.4054250717163086, -7.788022994995117, -3.3741159439086914, -6.726089954376221, -8.778956413269043, -6.847381114959717, -14.95455551147461, -5.477470874786377, -7.3979034423828125, -4.175969123840332, -2.3165979385375977, -1.7836817502975464, -0.05998658016324043, -0.00028320116689428687]",bad,wh_vs_that_with_gap_long_distance,804,syntax,filler_gap_dependency,sample9,-4.6691179275512695,-5.048909187316895,TRUE
some people learn what this doctor that will train was n't driving to *T* .,-5.637815475463867,-90.20504760742188,what what . you you is is *T* *T* *T* *T* *T* *T* *T* .,"[-5.93073844909668, -5.415894985198975, -9.179080963134766, -2.13311767578125, -4.702680587768555, -8.376368522644043, -8.732416152954102, -5.760585784912109, -10.069623947143555, -6.248621463775635, -8.421530723571777, -9.049761772155762, -4.887189865112305, -0.9056337475776672, -0.3916434049606323, -0.0001551984460093081]",good,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample1,-5.637815475463867,-6.242027759552002,TRUE
some people learn that this doctor that will train was n't driving to *T* .,-6.242027759552002,-99.87244415283203,what what . you you is . 's n't . . END . END .,"[-5.93073844909668, -5.415894985198975, -9.179080963134766, -2.885620594024658, -8.454980850219727, -8.889074325561523, -10.746723175048828, -3.620555877685547, -10.67026138305664, -7.4796295166015625, -3.505807638168335, -9.362642288208008, -5.901787281036377, -7.683091163635254, -0.14638209342956543, -0.00017808281700126827]",bad,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample1,-5.637815475463867,-6.242027759552002,TRUE
some people learn what this doctor that will train was n't driving to *T* .,-6.521114349365234,-104.33782958984375,what what ? . ? is *T* *T* be *T* *T* *T* *T* *T* .,"[-5.792550086975098, -7.647077560424805, -12.32019329071045, -5.4915361404418945, -4.681370258331299, -10.767782211303711, -7.744305610656738, -6.085859298706055, -11.13155746459961, -8.032170295715332, -6.697389125823975, -8.81620979309082, -7.6534318923950195, -1.1391299962997437, -0.3369699716567993, -0.0002967870968859643]",good,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample10,-6.521114349365234,-6.609848976135254,TRUE
some people learn that this doctor that will train was n't driving to *T* .,-6.609848976135254,-105.75758361816406,what what ? . you is . *T* n't . a a *T* Name .,"[-5.792550086975098, -7.647077560424805, -12.32019329071045, -6.6456146240234375, -7.581423759460449, -9.522184371948242, -8.924838066101074, -5.451724529266357, -11.505460739135742, -7.19654655456543, -4.662990570068359, -8.964446067810059, -4.273609161376953, -5.100110054016113, -0.1684643030166626, -0.00035684893373399973]",bad,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample10,-6.521114349365234,-6.609848976135254,TRUE
some people learn what this doctor that will train was n't driving to *T* .,-5.809111595153809,-92.94578552246094,what what . . ? is is 's n't *T* *T* *T* *T* *T* .,"[-5.757920265197754, -6.228825569152832, -10.737024307250977, -4.835186004638672, -5.243006706237793, -7.805644989013672, -6.4607038497924805, -4.711585521697998, -11.35856819152832, -5.761272430419922, -5.398932456970215, -10.03074836730957, -7.371629238128662, -0.8550411462783813, -0.3894840478897095, -0.00020919041708111763]",good,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample2,-5.809111595153809,-6.093890190124512,TRUE
some people learn that this doctor that will train was n't driving to *T* .,-6.093890190124512,-97.50224304199219,what what . . one one . . n't be a it the eat .,"[-5.757920265197754, -6.228825569152832, -10.737024307250977, -5.319577693939209, -7.0578389167785645, -8.11851692199707, -8.667950630187988, -5.108897686004639, -12.051426887512207, -5.760453224182129, -2.589238166809082, -8.629751205444336, -6.599886417388916, -4.625003814697266, -0.24971012771129608, -0.00022194306075107306]",bad,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample2,-5.809111595153809,-6.093890190124512,TRUE
some people learn what this doctor that will train was n't driving to *T* .,-6.915764331817627,-110.65222930908203,what what like . ? ? ? *T* *T* *T* *T* *T* *T* *T* ?,"[-5.763181686401367, -3.826564311981201, -11.414003372192383, -6.431793212890625, -8.360418319702148, -8.320259094238281, -7.784212589263916, -9.318570137023926, -9.47590446472168, -9.763294219970703, -9.076874732971191, -11.111543655395508, -8.115710258483887, -0.5334329009056091, -1.356271743774414, -0.00019107422849629074]",good,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample3,-6.915764331817627,-6.863333225250244,FALSE
some people learn that this doctor that will train was n't driving to *T* .,-6.863333225250244,-109.8133316040039,"what what like . , is . *T* . . . . . . .","[-5.763181686401367, -3.826564311981201, -11.414003372192383, -7.768215656280518, -9.09772777557373, -10.370095252990723, -8.291897773742676, -6.631277561187744, -10.55660629272461, -12.283921241760254, -5.722537517547607, -10.398968696594238, -3.8875253200531006, -3.7926559448242188, -0.007971024140715599, -0.00018380382971372455]",bad,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample3,-6.915764331817627,-6.863333225250244,FALSE
some people learn what this doctor that will train was n't driving to *T* .,-6.6942524909973145,-107.10803985595703,what macaroni like to ? is ? *T* *T* *T* *T* *T* *T* *T* .,"[-6.037365913391113, -3.3868215084075928, -10.355480194091797, -3.3466577529907227, -6.782535552978516, -9.301250457763672, -6.795515537261963, -7.918767929077148, -10.102996826171875, -11.369416236877441, -10.822488784790039, -11.947738647460938, -8.239153861999512, -0.5382504463195801, -0.1632891744375229, -0.00031192204914987087]",good,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample4,-6.6942524909973145,-6.405558109283447,FALSE
some people learn that this doctor that will train was n't driving to *T* .,-6.405558109283447,-102.48892974853516,what macaroni like to . is . . n't . *T* . . go .,"[-6.037365913391113, -3.3868215084075928, -10.355480194091797, -4.205475330352783, -8.271507263183594, -10.21534538269043, -8.559825897216797, -5.6720123291015625, -10.327800750732422, -10.077019691467285, -5.233034133911133, -9.189751625061035, -5.630307197570801, -5.256363868713379, -0.07051408290863037, -0.0003064401389565319]",bad,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample4,-6.6942524909973145,-6.405558109283447,FALSE
some people learn what this doctor that will train was n't driving to *T* .,-6.065492630004883,-97.04788208007812,what more like . ? is ? *T* n't ? *T* *T* *T* *T* .,"[-6.12229585647583, -3.6164491176605225, -10.437458038330078, -5.78788423538208, -6.31816291809082, -9.048840522766113, -7.955605506896973, -6.9659905433654785, -10.8180570602417, -7.2102484703063965, -7.711357116699219, -9.337788581848145, -4.346909046173096, -0.5734921097755432, -0.7971483469009399, -0.00019727191829588264]",good,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample5,-6.065492630004883,-5.967531681060791,FALSE
some people learn that this doctor that will train was n't driving to *T* .,-5.967531681060791,-95.48050689697266,what more like . ? way . . n't . *T* . ? the .,"[-6.12229585647583, -3.6164491176605225, -10.437458038330078, -6.811583518981934, -8.9312744140625, -8.36103630065918, -8.709296226501465, -4.529557228088379, -11.992704391479492, -6.278113842010498, -4.788804054260254, -8.764142036437988, -2.5481131076812744, -3.481691598892212, -0.10769340395927429, -0.0002933310461230576]",bad,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample5,-6.065492630004883,-5.967531681060791,FALSE
some people learn what this doctor that will train was n't driving to *T* .,-5.5858073234558105,-89.37291717529297,what what like . ? is is *T* n't *T* *T* *T* *T* *T* .,"[-5.516100883483887, -3.736145257949829, -10.331747055053711, -4.245779991149902, -3.6948540210723877, -9.430983543395996, -8.323458671569824, -4.5932793617248535, -9.901963233947754, -6.1350417137146, -5.164957523345947, -10.448346138000488, -6.2320780754089355, -1.479134202003479, -0.13865463435649872, -0.0003936707798857242]",good,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample6,-5.5858073234558105,-5.443495273590088,FALSE
some people learn that this doctor that will train was n't driving to *T* .,-5.443495273590088,-87.0959243774414,what what like . . one . 's n't . *T* *T* *T* END .,"[-5.516100883483887, -3.736145257949829, -10.331747055053711, -4.691124439239502, -6.894641876220703, -8.14450740814209, -8.06755256652832, -2.9257984161376953, -10.834039688110352, -6.0915093421936035, -2.812241554260254, -9.483596801757812, -4.758375644683838, -2.667837142944336, -0.14026910066604614, -0.00043442347669042647]",bad,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample6,-5.5858073234558105,-5.443495273590088,FALSE
some people learn what this doctor that will train was n't driving to *T* .,-5.630497455596924,-90.08795928955078,what what like to ? is ? *T* you . *T* *T* *T* *T* ?,"[-5.829641819000244, -5.716397285461426, -9.575368881225586, -3.5747742652893066, -6.296781539916992, -10.170259475708008, -6.191667556762695, -6.43751859664917, -10.034369468688965, -6.875084400177002, -4.311070442199707, -7.129962921142578, -5.653899192810059, -1.1450526714324951, -1.145797848701477, -0.00030763185350224376]",good,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample7,-5.630497455596924,-6.105395317077637,TRUE
some people learn that this doctor that will train was n't driving to *T* .,-6.105395317077637,-97.68632507324219,what what like to . is . . . . . you ? the .,"[-5.829641819000244, -5.716397285461426, -9.575368881225586, -3.668994903564453, -9.755559921264648, -9.267394065856934, -7.658224105834961, -6.681241035461426, -11.294707298278809, -8.532855033874512, -3.054013252258301, -7.427729606628418, -3.68841552734375, -5.330963134765625, -0.20451931655406952, -0.0002935693773906678]",bad,wh_vs_that_with_gap_long_distance,951,syntax,filler_gap_dependency,sample7,-5.630497455596924,-6.105395317077637,TRUE
